unidad_id,verbo,tipo_verbo
fa0bc90f-5af1-4353-ae1c-deda263de882,afectar,advcl
fa0bc90f-5af1-4353-ae1c-deda263de882,cancelar,advcl
d026ad35-5c6b-4a85-bd6a-4ba4dc522303,determinar,ROOT
d026ad35-5c6b-4a85-bd6a-4ba4dc522303,efectuar,parataxis
d026ad35-5c6b-4a85-bd6a-4ba4dc522303,pactar,advcl
a0fb63b2-ae47-4ef3-99f0-78a5fd331247,liberar,acl
a0fb63b2-ae47-4ef3-99f0-78a5fd331247,asignar,ROOT
a0fb63b2-ae47-4ef3-99f0-78a5fd331247,realizar él,conj
a0fb63b2-ae47-4ef3-99f0-78a5fd331247,informar,conj
e69c7506-5d2b-41e9-bedd-1565a9ab79b4,publicar,ROOT
e69c7506-5d2b-41e9-bedd-1565a9ab79b4,indicar,advcl
e69c7506-5d2b-41e9-bedd-1565a9ab79b4,intervenir,acl
8b686584-1f29-4caf-a44e-4c0d49ba1bca,acordar,ROOT
8b686584-1f29-4caf-a44e-4c0d49ba1bca,liberar,advcl
82f9eba9-7068-4ef3-9cfa-ac30915810a7,liberar,ROOT
82f9eba9-7068-4ef3-9cfa-ac30915810a7,utilizar,xcomp
c92bf85b-c073-4dee-a37c-c34f1156a53e,liberar,acl
c92bf85b-c073-4dee-a37c-c34f1156a53e,indicar,ROOT
c92bf85b-c073-4dee-a37c-c34f1156a53e,exceptuar,advcl
026c8c2a-f492-48f0-9315-2963788d1308,publicar,ROOT
026c8c2a-f492-48f0-9315-2963788d1308,liberar,acl
a72d2e65-109a-47db-b70f-7b52d1f3fd68,publicar,ROOT
79fb7bb0-dd8f-485e-8990-eaeb1a857a54,adquirir,ROOT
f8969be0-685f-4863-9dd2-05f897653708,pactar,ROOT
24ece2c6-97a4-4c5d-ab9f-2814056a2ebf,liberar,acl
24ece2c6-97a4-4c5d-ab9f-2814056a2ebf,asignar,ROOT
24ece2c6-97a4-4c5d-ab9f-2814056a2ebf,realizar,csubj
24ece2c6-97a4-4c5d-ab9f-2814056a2ebf,informar,conj
24ece2c6-97a4-4c5d-ab9f-2814056a2ebf,realizar,acl
c249337d-6c6f-4fab-995e-74323a2f3fa0,publicar,ROOT
c249337d-6c6f-4fab-995e-74323a2f3fa0,indicar,advcl
c249337d-6c6f-4fab-995e-74323a2f3fa0,intervenir,acl
7ebc74ce-c28c-4c49-9450-6836870d5d35,efectuar,advcl
7ebc74ce-c28c-4c49-9450-6836870d5d35,cambiar,ROOT
e5ace14f-ee53-4a64-a8f0-3eb859ee6c34,acordar,ROOT
e5ace14f-ee53-4a64-a8f0-3eb859ee6c34,liberar,amod
b5704a27-9b85-40d8-91db-d300dc2ffd38,construir,acl
b5704a27-9b85-40d8-91db-d300dc2ffd38,cobrar,ROOT
79808a2c-6e27-4b07-9dbc-eaf9641c8eef,incluir,ROOT
79808a2c-6e27-4b07-9dbc-eaf9641c8eef,requerir él,acl
79808a2c-6e27-4b07-9dbc-eaf9641c8eef,conectar,advcl
79808a2c-6e27-4b07-9dbc-eaf9641c8eef,necesitar él,acl
79808a2c-6e27-4b07-9dbc-eaf9641c8eef,permitir,advcl
79808a2c-6e27-4b07-9dbc-eaf9641c8eef,medir,xcomp
79808a2c-6e27-4b07-9dbc-eaf9641c8eef,regular,advcl
79808a2c-6e27-4b07-9dbc-eaf9641c8eef,interrumpir,conj
1c93b559-6bb5-4066-9be9-f85600969933,trasladar,advcl
5396cf51-f708-447a-88a7-1606c6b85751,dar,acl
197def9a-e648-4619-ac50-997d0b1ef68c,condicionar,ROOT
15df86f1-b2ba-493d-a457-a8b4ad28bc8a,cobrar,advcl
15df86f1-b2ba-493d-a457-a8b4ad28bc8a,remunerar,advcl
15df86f1-b2ba-493d-a457-a8b4ad28bc8a,pagar,acl
578b9ec5-6299-40b1-911e-78f42f16ff4f,cumplir,ROOT
578b9ec5-6299-40b1-911e-78f42f16ff4f,negar él,conj
578b9ec5-6299-40b1-911e-78f42f16ff4f,construir,xcomp
67d80a1b-2286-47a6-ab39-5379b5f1ac0f,dar,acl
387e1729-5e5d-40c7-ab23-f4128aa97bae,atender,ROOT
387e1729-5e5d-40c7-ab23-f4128aa97bae,presentar,acl
60ceccfb-4794-426e-abf0-4f90f47463e9,elaborar,advcl
60ceccfb-4794-426e-abf0-4f90f47463e9,contener,ROOT
60ceccfb-4794-426e-abf0-4f90f47463e9,requerir,advcl
60ceccfb-4794-426e-abf0-4f90f47463e9,permitir,ccomp
60ceccfb-4794-426e-abf0-4f90f47463e9,evaluar,xcomp
60ceccfb-4794-426e-abf0-4f90f47463e9,incluir,advcl
60ceccfb-4794-426e-abf0-4f90f47463e9,diseńar,advcl
60ceccfb-4794-426e-abf0-4f90f47463e9,diligenciar,advcl
60ceccfb-4794-426e-abf0-4f90f47463e9,requeír,advcl
6cef9c86-8f01-43a7-a704-51d05b9263eb,elaborar,ROOT
6cef9c86-8f01-43a7-a704-51d05b9263eb,fundamentar,advcl
72236a35-7736-4fe2-a3ee-b325edd6991c,publicar,ROOT
56921535-6a39-4152-b97f-a3809b997267,contener,ROOT
56921535-6a39-4152-b97f-a3809b997267,aceptar,advcl
56921535-6a39-4152-b97f-a3809b997267,terminar,acl
56921535-6a39-4152-b97f-a3809b997267,hubierir,acl
fc1bbce2-082a-4b62-b92e-e2326e63f8de,informar,ROOT
fc1bbce2-082a-4b62-b92e-e2326e63f8de,presentar,ccomp
90de2d38-db5d-4f42-9a0a-bba108c2cae2,poner,ROOT
15695c4c-230f-4382-bc19-d98e95058851,poner,ROOT
92d9f532-7261-4804-852c-4b8068178530,ocasionar,acl
92d9f532-7261-4804-852c-4b8068178530,suministrar,advcl
92d9f532-7261-4804-852c-4b8068178530,instalar,advcl
92d9f532-7261-4804-852c-4b8068178530,mantener,conj
92d9f532-7261-4804-852c-4b8068178530,evitar,acl
92d9f532-7261-4804-852c-4b8068178530,mitiguen,conj
92d9f532-7261-4804-852c-4b8068178530,respetar,acl
b0f81fd4-e2bc-4b8f-849c-e257e5765d1c,presentar,acl
fc96208a-b71c-4d6f-9b8d-92ece010a80a,detectar,advcl
fc96208a-b71c-4d6f-9b8d-92ece010a80a,persistar,appos
fc96208a-b71c-4d6f-9b8d-92ece010a80a,tener,ROOT
fc96208a-b71c-4d6f-9b8d-92ece010a80a,suspender,acl
3058525a-13f1-476b-b60b-8606540fa415,incluir,ROOT
3058525a-13f1-476b-b60b-8606540fa415,permitir,acl
3058525a-13f1-476b-b60b-8606540fa415,establecer,xcomp
3058525a-13f1-476b-b60b-8606540fa415,acuerdir,acl
9c7756a7-990d-4f55-a990-35122cbececd,requerir,acl
9c7756a7-990d-4f55-a990-35122cbececd,cubrir,ROOT
247125dc-fa49-4c95-9dfe-1393fd5eb832,proporcionar,xcomp
247125dc-fa49-4c95-9dfe-1393fd5eb832,cumplir,advcl
23dce924-2167-4132-b113-55f385506b45,rehusar él,ROOT
23dce924-2167-4132-b113-55f385506b45,prestar,xcomp
23dce924-2167-4132-b113-55f385506b45,suspender,conj
23dce924-2167-4132-b113-55f385506b45,encontrar,advcl
23dce924-2167-4132-b113-55f385506b45,cumplir,ccomp
23dce924-2167-4132-b113-55f385506b45,recibir,acl
ee321ea5-e529-4269-b503-14f3816e3554,inspeccionar,xcomp
ee321ea5-e529-4269-b503-14f3816e3554,conectar él,acl
ee321ea5-e529-4269-b503-14f3816e3554,ańos,acl
ee321ea5-e529-4269-b503-14f3816e3554,verificar,advcl
6e376c79-8ffb-46ce-a658-f94e582e53a7,realizar,ROOT
6e376c79-8ffb-46ce-a658-f94e582e53a7,garantizar,advcl
c5784232-ac7c-43e2-8941-d5949d42bdf0,requeír,acl
d74f4922-172f-41b5-9f8a-73d7b7e39c4e,colocar,ROOT
d74f4922-172f-41b5-9f8a-73d7b7e39c4e,constar,acl
0c2be8b8-28ba-476d-a42e-c3fa9cf3daea,exceptuar,advcl
0c2be8b8-28ba-476d-a42e-c3fa9cf3daea,establecer,acl
0c2be8b8-28ba-476d-a42e-c3fa9cf3daea,encontrar,advcl
0c2be8b8-28ba-476d-a42e-c3fa9cf3daea,calcular,advcl
0c2be8b8-28ba-476d-a42e-c3fa9cf3daea,tener,ROOT
0c2be8b8-28ba-476d-a42e-c3fa9cf3daea,cubrir,conj
0c2be8b8-28ba-476d-a42e-c3fa9cf3daea,beneficien,acl
f4b0f260-5c06-41ba-8bf5-6948e8ef1e1a,encontrar,acl
edb435d3-896f-4677-8892-da9a44a9a6e2,entregar,acl
7ef01044-3aa9-4a2c-9e45-d8ccae31c06e,contar,ROOT
7ef01044-3aa9-4a2c-9e45-d8ccae31c06e,asumir,acl
53e7f42b-171c-4040-8077-bb171b7a9531,operar,ROOT
53e7f42b-171c-4040-8077-bb171b7a9531,mantener,conj
53e7f42b-171c-4040-8077-bb171b7a9531,adicionir,acl
53e7f42b-171c-4040-8077-bb171b7a9531,modifiquen,conj
53e7f42b-171c-4040-8077-bb171b7a9531,sustituyan,conj
53e7f42b-171c-4040-8077-bb171b7a9531,establecer,acl
53e7f42b-171c-4040-8077-bb171b7a9531,asegurar,advcl
2860b2a3-5cd9-44d7-ba41-c8d08958ac95,entregar,ROOT
2860b2a3-5cd9-44d7-ba41-c8d08958ac95,solicitir,acl
2860b2a3-5cd9-44d7-ba41-c8d08958ac95,verificar,acl
232a911c-ab73-4a4c-b9a8-206b5091b930,cumplir,acl
232a911c-ab73-4a4c-b9a8-206b5091b930,sancionar,ROOT
232a911c-ab73-4a4c-b9a8-206b5091b930,transportadorar,obj
af3c4f30-196f-40bd-bda6-c2c719f037bb,cumplir,ROOT
be721d0c-2919-4140-9569-57b05c6d13bf,utilizar,acl
be721d0c-2919-4140-9569-57b05c6d13bf,tener,ROOT
be721d0c-2919-4140-9569-57b05c6d13bf,exigir,acl
28e7b2cc-142e-4522-ac0c-d8af1e25a300,realizar,ROOT
03b32bee-ef45-439c-a21b-df7c8d03e213,cumplir,xcomp
03b32bee-ef45-439c-a21b-df7c8d03e213,procesar,conj
e43f08f5-328a-42b5-879d-77fb0e07a761,elaborar,ROOT
ae9db29e-ad01-47e8-83b5-3da1dfe23a11,coordinar,conj
cfd8aea8-629a-4ea4-920f-2f95a1440980,coordinar,ROOT
0a07eaad-72d6-47f4-8df1-a342c947f77c,procesar,ROOT
de3824b4-0cb0-458f-b102-abb89c66225f,facturar,ROOT
eebb674d-65b4-43e5-a7aa-1999936f1404,utilizar,acl
09555bc2-5652-4689-9490-d63e77b6e903,elaborar,ROOT
256fda0b-ba54-459a-9333-c4a876ce199f,mantener,ROOT
256fda0b-ba54-459a-9333-c4a876ce199f,atender,acl
256fda0b-ba54-459a-9333-c4a876ce199f,monitorear,conj
7426f469-2efe-407b-9da0-cbd5a6d853b2,considerar,advcl
7426f469-2efe-407b-9da0-cbd5a6d853b2,contratar,ROOT
dcd616c7-3a73-4075-a2f5-63ee3541f44d,demandar,acl
dcd616c7-3a73-4075-a2f5-63ee3541f44d,remunerar,conj
31ba66b4-dedf-4aad-8872-b9426a3d4db7,desarrollar,ROOT
31ba66b4-dedf-4aad-8872-b9426a3d4db7,incluir,ccomp
45aa8843-f3eb-4829-ab90-5c06ae1231d9,proformar,ROOT
cd035960-b0b1-489e-969e-1c4f97df3c31,asegurar,acl
cd035960-b0b1-489e-969e-1c4f97df3c31,elaborar,ROOT
b80a4165-b3a7-429c-bffc-4960cb60552f,servir,ROOT
b80a4165-b3a7-429c-bffc-4960cb60552f,elaborar,advcl
d432a276-1bb8-4d67-b052-479037a215be,enviar,conj
d432a276-1bb8-4d67-b052-479037a215be,elaborar,advcl
d432a276-1bb8-4d67-b052-479037a215be,modificar,acl
243f0043-78f6-4974-baa2-d66bc252dac1,elaborar,ROOT
243f0043-78f6-4974-baa2-d66bc252dac1,contener,acl
1cb2efee-95d9-4c74-9fc6-9301a61b0375,atendidar,ROOT
a4c94d44-03bd-4b9e-aeda-1b9f939f13f9,admitir,ROOT
2460e9cf-bb39-4a54-9933-11b7b9edca9e,llevar,ROOT
2460e9cf-bb39-4a54-9933-11b7b9edca9e,reportar,acl
4898578c-1c24-4ed8-b307-78a0fc3901ef,elaborar,ROOT
4898578c-1c24-4ed8-b307-78a0fc3901ef,finalizar,advcl
4898578c-1c24-4ed8-b307-78a0fc3901ef,almacenar,conj
4898578c-1c24-4ed8-b307-78a0fc3901ef,ańos,conj
7ad833c0-7ec1-4900-a42f-a0b38a5bde00,solicitir,acl
3c754520-65e0-4a15-a1a5-ae2ffc459dda,presentar,acl
3c754520-65e0-4a15-a1a5-ae2ffc459dda,elaborar,ROOT
3c754520-65e0-4a15-a1a5-ae2ffc459dda,tener,advcl
3c754520-65e0-4a15-a1a5-ae2ffc459dda,obedecer,conj
b7688956-0c71-4fca-88f7-77099d341f1b,establecer,ROOT
b7688956-0c71-4fca-88f7-77099d341f1b,cumplir,acl
0151b279-cbb6-4e23-9e64-740203236121,reportar,ROOT
e3c06f9a-1137-4a74-911d-65e09f1456b1,nominar,ROOT
e3c06f9a-1137-4a74-911d-65e09f1456b1,transportar,xcomp
e3c06f9a-1137-4a74-911d-65e09f1456b1,entregar,xcomp
1e3d55af-14d2-4f90-91eb-3d8671278f22,acordar,ROOT
835a855d-e2d1-4f4a-a380-0ec44694775e,nominar,ROOT
835a855d-e2d1-4f4a-a380-0ec44694775e,transportar,xcomp
835a855d-e2d1-4f4a-a380-0ec44694775e,entregar,advcl
a693b42c-d34b-4e9a-823a-c66ff65e4508,incluir,ROOT
a1d840f7-1ced-4a85-8054-cc11f1fa8d24,cumplir,csubj
f73780d8-e1a2-46b8-a0e5-f2fc8ecbd130,utilizar,acl
f73780d8-e1a2-46b8-a0e5-f2fc8ecbd130,entregar,ROOT
6b04c128-1f53-4793-822e-17502ad3451e,fijar,ROOT
6b04c128-1f53-4793-822e-17502ad3451e,permitir,advcl
6b04c128-1f53-4793-822e-17502ad3451e,programar,advcl
6b04c128-1f53-4793-822e-17502ad3451e,transportar,acl
b0dfd468-a2b8-4a50-8fb4-41172478bb19,realizar él,ROOT
b0dfd468-a2b8-4a50-8fb4-41172478bb19,establecer,advcl
3c7d9451-cf8c-43dd-99e9-9317dc561cf7,horaactividadir,ROOT
4a135cf3-5849-4ef1-9ebb-9e1046d3e4ee,informir,acl
3d9486d0-2742-47f4-b443-13ad9d912bab,enviar,advcl
a68f596e-6832-4c86-89f6-7fd83b8005e3,iniciar,ROOT
a68f596e-6832-4c86-89f6-7fd83b8005e3,concluir,obl
a68f596e-6832-4c86-89f6-7fd83b8005e3,exceder,advcl
9b712d97-a1ce-4aa4-ba6e-d3a300bd8dda,rechazar,ROOT
9b712d97-a1ce-4aa4-ba6e-d3a300bd8dda,cumplir,acl
9b712d97-a1ce-4aa4-ba6e-d3a300bd8dda,transmitir,conj
75259b97-5535-4776-9b81-9819c3498e60,asumir,ROOT
75259b97-5535-4776-9b81-9819c3498e60,atender,advcl
f2a6f551-b4ea-48ae-a46e-04190ec4d38b,divulgar,ROOT
f2a6f551-b4ea-48ae-a46e-04190ec4d38b,confirmar,conj
f2a6f551-b4ea-48ae-a46e-04190ec4d38b,requerir,ccomp
f2a6f551-b4ea-48ae-a46e-04190ec4d38b,entregar,xcomp
f2a6f551-b4ea-48ae-a46e-04190ec4d38b,tomar,conj
a6334302-a5de-48b1-955c-f1f22f143eb4,usar,ROOT
b95c796b-e4ba-4fef-94e5-d996f12f1443,efectuar,advcl
b95c796b-e4ba-4fef-94e5-d996f12f1443,asumir,ROOT
92b5f917-bc1a-40d0-91e1-d78779778f32,enviar,advcl
92b5f917-bc1a-40d0-91e1-d78779778f32,asumir,ROOT
33817471-df09-4a5c-afd9-03316f46c5f5,efectuar,ROOT
33817471-df09-4a5c-afd9-03316f46c5f5,aceptar,conj
33817471-df09-4a5c-afd9-03316f46c5f5,enviar,advcl
33817471-df09-4a5c-afd9-03316f46c5f5,requerir,acl
c681a9c4-6a70-476d-ba55-c203cf386ea1,negar,ROOT
c681a9c4-6a70-476d-ba55-c203cf386ea1,existir,advcl
497f0b2b-54af-4b34-8d0b-2cdf7a5e62a7,aceptar,xcomp
497f0b2b-54af-4b34-8d0b-2cdf7a5e62a7,realizar él,ROOT
497f0b2b-54af-4b34-8d0b-2cdf7a5e62a7,determinar,acl
05c7859e-6e7e-4a81-9254-9a3e67208e08,incluir,ROOT
784384a2-74ec-401f-b075-5318bd4bd0e6,fijar,ROOT
784384a2-74ec-401f-b075-5318bd4bd0e6,permitir,advcl
784384a2-74ec-401f-b075-5318bd4bd0e6,programar,xcomp
892ba891-7e02-425c-a548-b7c59e1deded,efectuar él,ROOT
892ba891-7e02-425c-a548-b7c59e1deded,establecer,advcl
6a3727ea-ecc7-45fd-a6cf-5347650721c7,autorizar,advcl
6a3727ea-ecc7-45fd-a6cf-5347650721c7,suministrar,xcomp
b4db467e-67b8-4ff5-b9f5-2be89e3b60a3,confirmar,acl
b4db467e-67b8-4ff5-b9f5-2be89e3b60a3,suministrar,xcomp
b4db467e-67b8-4ff5-b9f5-2be89e3b60a3,enviar,advcl
95613bcf-66b5-4541-abad-f4ae43bc7486,iniciar,acl
95613bcf-66b5-4541-abad-f4ae43bc7486,concluir,obl
95613bcf-66b5-4541-abad-f4ae43bc7486,exceder,advcl
879a79b7-3cd0-4f0f-8484-aca3714a7788,rechazar,ROOT
879a79b7-3cd0-4f0f-8484-aca3714a7788,cumplir,acl
879a79b7-3cd0-4f0f-8484-aca3714a7788,acuerdir,acl
879a79b7-3cd0-4f0f-8484-aca3714a7788,transmitir,conj
05fac623-7dce-489f-a737-aa04d085f40e,asumir,ROOT
05fac623-7dce-489f-a737-aa04d085f40e,atender,advcl
e3d27f72-2d9f-4c83-a02f-97471c4e2f4a,acordar,ROOT
f69a9404-6e38-4958-8ec1-b5d66947172c,efectuar,ROOT
f69a9404-6e38-4958-8ec1-b5d66947172c,aceptar,advcl
f69a9404-6e38-4958-8ec1-b5d66947172c,enviar,advcl
f69a9404-6e38-4958-8ec1-b5d66947172c,requerir,acl
0e76f420-59bb-49a6-813c-8ace28ca88e7,negar,ROOT
0e76f420-59bb-49a6-813c-8ace28ca88e7,existir,advcl
f7888966-904a-4a4f-8e85-3d2435e1736e,efectuar él,ROOT
213ba0a5-4c1c-4043-ac39-5c8d12bc9074,mantener,flat
213ba0a5-4c1c-4043-ac39-5c8d12bc9074,encontrar,advcl
213ba0a5-4c1c-4043-ac39-5c8d12bc9074,permitir,conj
213ba0a5-4c1c-4043-ac39-5c8d12bc9074,cumplir,xcomp
e33247eb-9ac8-43e1-b446-d4d7464b53bb,mantener,xcomp
e33247eb-9ac8-43e1-b446-d4d7464b53bb,garantizar,advcl
e5d3035f-a488-4dd6-b385-5ff56e874488,establecer,ROOT
e5d3035f-a488-4dd6-b385-5ff56e874488,diferenciar,advcl
e5d3035f-a488-4dd6-b385-5ff56e874488,asegurar,acl
be25cc24-50e5-43f8-b5a1-577027f6c003,definir,ROOT
c471340c-34b5-469f-8c75-72847f5a43f8,incluir,ROOT
48274855-53c8-4fbc-b8b7-efe5934fb248,impartir,ROOT
48274855-53c8-4fbc-b8b7-efe5934fb248,establecer,acl
48274855-53c8-4fbc-b8b7-efe5934fb248,tomar,conj
48274855-53c8-4fbc-b8b7-efe5934fb248,mantener,acl
ef7ab3b7-e0d6-487e-8931-478d86b283c7,comunicar él,ROOT
ef7ab3b7-e0d6-487e-8931-478d86b283c7,tomar,acl
514b88a9-816f-492d-8b6b-cc1c02a254dc,tomar,advcl
514b88a9-816f-492d-8b6b-cc1c02a254dc,suspender,ROOT
514b88a9-816f-492d-8b6b-cc1c02a254dc,lograr,advcl
962fb78c-be83-4dc5-8b6d-e038840ca3bc,hacer,advcl
962fb78c-be83-4dc5-8b6d-e038840ca3bc,solicitar,ROOT
4c86eccf-7c8c-4b25-9160-22933f4d560a,originar,ROOT
4c86eccf-7c8c-4b25-9160-22933f4d560a,asumir,advcl
4c86eccf-7c8c-4b25-9160-22933f4d560a,solicitar,acl
4c86eccf-7c8c-4b25-9160-22933f4d560a,traslade,advcl
4c86eccf-7c8c-4b25-9160-22933f4d560a,ocasionar,ccomp
4c86eccf-7c8c-4b25-9160-22933f4d560a,hubierir,advcl
02caa97b-1bf6-4d99-ba1c-5135bda0b730,tener,ROOT
02caa97b-1bf6-4d99-ba1c-5135bda0b730,modificar,acl
02caa97b-1bf6-4d99-ba1c-5135bda0b730,requerir,advcl
02caa97b-1bf6-4d99-ba1c-5135bda0b730,atender,advcl
e53e86c3-2d50-4e98-becc-e8e796a9ca75,estar,ROOT
e53e86c3-2d50-4e98-becc-e8e796a9ca75,mantener él,acl
e53e86c3-2d50-4e98-becc-e8e796a9ca75,permitir,advcl
e53e86c3-2d50-4e98-becc-e8e796a9ca75,asegurar,conj
e53e86c3-2d50-4e98-becc-e8e796a9ca75,tener,advcl
e53e86c3-2d50-4e98-becc-e8e796a9ca75,remitir,acl
e53e86c3-2d50-4e98-becc-e8e796a9ca75,afectar,advcl
d061a161-471d-41b3-9adf-3a0838f903bb,hacer,ROOT
d061a161-471d-41b3-9adf-3a0838f903bb,producir,acl
d061a161-471d-41b3-9adf-3a0838f903bb,repetir,advcl
024fed4b-6b80-4a61-8d11-84db1e6fa245,tener,acl
024fed4b-6b80-4a61-8d11-84db1e6fa245,tomar,conj
024fed4b-6b80-4a61-8d11-84db1e6fa245,poner,acl
024fed4b-6b80-4a61-8d11-84db1e6fa245,dar,ROOT
024fed4b-6b80-4a61-8d11-84db1e6fa245,solicitar,xcomp
024fed4b-6b80-4a61-8d11-84db1e6fa245,persistir,conj
024fed4b-6b80-4a61-8d11-84db1e6fa245,suspender,acl
0597d96c-411f-464a-9a57-f38aec63dd39,especificar,advcl
0597d96c-411f-464a-9a57-f38aec63dd39,utilizar,acl
0597d96c-411f-464a-9a57-f38aec63dd39,presentar,acl
32437a56-0717-4ae4-9ed6-1519a60b1217,celebrar él,ROOT
ae0186f3-000f-4725-93f3-2c51102fcd26,atender,advcl
ae0186f3-000f-4725-93f3-2c51102fcd26,tener,ROOT
05bc674b-20f4-4dfa-82d6-fc01ffec335d,suscribar,acl
05bc674b-20f4-4dfa-82d6-fc01ffec335d,entregar,ROOT
05bc674b-20f4-4dfa-82d6-fc01ffec335d,suministrar,conj
05bc674b-20f4-4dfa-82d6-fc01ffec335d,facilitar,advcl
2c736ca8-254d-43f6-8f51-903531092d4f,adquirir,acl
2c736ca8-254d-43f6-8f51-903531092d4f,corregir,acl
2c736ca8-254d-43f6-8f51-903531092d4f,establecer,ROOT
91e386f7-8d57-4ab2-944b-e64c63401606,elaborar,ROOT
91e386f7-8d57-4ab2-944b-e64c63401606,servir,acl
91e386f7-8d57-4ab2-944b-e64c63401606,elaborar,advcl
91e386f7-8d57-4ab2-944b-e64c63401606,utilizar,acl
535b335e-d234-41b1-9355-fa4d698bad55,registrar,acl
16c96cfd-c236-49c6-aff3-9adf03a66c66,actualizar,ROOT
16c96cfd-c236-49c6-aff3-9adf03a66c66,efectuar,acl
16c96cfd-c236-49c6-aff3-9adf03a66c66,equilibrar,advcl
02d58f29-4f30-4b2f-9dbe-559421ca832f,obtener,conj
02d58f29-4f30-4b2f-9dbe-559421ca832f,elaborar,ROOT
aa9fcb32-69a6-417a-9434-27eb28088a2b,utilizar,ROOT
aa9fcb32-69a6-417a-9434-27eb28088a2b,implicar,advcl
aa9fcb32-69a6-417a-9434-27eb28088a2b,reabrir,xcomp
f2bc2573-f8bf-4f3b-96e0-0faa9ecbf349,permitir,advcl
f2bc2573-f8bf-4f3b-96e0-0faa9ecbf349,poner,ROOT
f2bc2573-f8bf-4f3b-96e0-0faa9ecbf349,disponer,acl
41fa1e37-e72b-488c-955e-f50b8a3cca20,conocer,ROOT
41fa1e37-e72b-488c-955e-f50b8a3cca20,tener,acl
41fa1e37-e72b-488c-955e-f50b8a3cca20,requerir,advcl
41fa1e37-e72b-488c-955e-f50b8a3cca20,tomar,advcl
41fa1e37-e72b-488c-955e-f50b8a3cca20,hacer,acl
41fa1e37-e72b-488c-955e-f50b8a3cca20,tiendar,ccomp
e44f6fb6-d44b-4325-9116-1ecdd13a0ee1,utilizar,ROOT
e44f6fb6-d44b-4325-9116-1ecdd13a0ee1,equilibrar,acl
e44f6fb6-d44b-4325-9116-1ecdd13a0ee1,efectuar,advcl
38c7367f-a15f-4bcc-8763-49ae8c2cde27,evitar,ccomp
15a1d8d0-52a8-4548-abb0-a9586ce70072,aceptar,ROOT
15a1d8d0-52a8-4548-abb0-a9586ce70072,entregar,ccomp
15a1d8d0-52a8-4548-abb0-a9586ce70072,tomar,conj
15a1d8d0-52a8-4548-abb0-a9586ce70072,comprender,acl
15a1d8d0-52a8-4548-abb0-a9586ce70072,definir,ccomp
15a1d8d0-52a8-4548-abb0-a9586ce70072,establecer,advcl
f1d61d35-aeb7-4590-a1b6-e4fe2d71a21c,colocar,ROOT
f1d61d35-aeb7-4590-a1b6-e4fe2d71a21c,concluir,advcl
57801c9c-e1f0-4480-b57b-a342ba3eab3b,finalizar,advcl
57801c9c-e1f0-4480-b57b-a342ba3eab3b,establecer,ROOT
57801c9c-e1f0-4480-b57b-a342ba3eab3b,convertir,conj
57801c9c-e1f0-4480-b57b-a342ba3eab3b,utilizar,advcl
56222334-9522-4463-b3c2-c696b79e9c50,establecer,ROOT
56222334-9522-4463-b3c2-c696b79e9c50,establecer,advcl
f2e766c5-51f8-430d-95a5-ac8009f73789,cumplir,acl
f2e766c5-51f8-430d-95a5-ac8009f73789,hacer,conj
f2e766c5-51f8-430d-95a5-ac8009f73789,cumplir,xcomp
7fdc14dd-069a-4f64-9538-f09c27fa9569,dar,ROOT
7fdc14dd-069a-4f64-9538-f09c27fa9569,ejercer,advcl
7fdc14dd-069a-4f64-9538-f09c27fa9569,concedar,acl
84334350-e555-489c-9a61-8e1baf39d84a,dar,ROOT
84334350-e555-489c-9a61-8e1baf39d84a,disponer,acl
53cce3b4-4d82-48ab-aee9-d2242a748566,establecer,acl
53cce3b4-4d82-48ab-aee9-d2242a748566,mostrar,advcl
a2c087fb-ada7-4f18-afae-f77c5336c0b8,multiplicar,acl
32bf6757-1f31-4455-b5ac-cf37d74c2b33,a12xa,ccomp
32bf6757-1f31-4455-b5ac-cf37d74c2b33,a12xa,ccomp
32bf6757-1f31-4455-b5ac-cf37d74c2b33,ca12xa,ROOT
cd6fef89-b74b-40d5-9cd0-8b18f4798041,ca12xa,ROOT
cd6fef89-b74b-40d5-9cd0-8b18f4798041,ca12xa,flat
3d387e4d-1611-43cb-b46e-216058f4d62d,requerir él,xcomp
2bcd91b6-f016-495b-997d-9cca22e1ba51,requerir él,xcomp
6e3ec9d5-7343-4745-bf3b-abf3058c0739,establecer,advcl
e1a9fcb1-b5d9-416a-9d06-9cdf5641501c,elaborar,ROOT
e1a9fcb1-b5d9-416a-9d06-9cdf5641501c,poder,advcl
e1a9fcb1-b5d9-416a-9d06-9cdf5641501c,establecer,xcomp
bc324fda-e48a-4675-91c4-2ccde957337d,establecer,acl
bc324fda-e48a-4675-91c4-2ccde957337d,someter,ROOT
bc324fda-e48a-4675-91c4-2ccde957337d,adoptar,advcl
bc324fda-e48a-4675-91c4-2ccde957337d,proponer,acl
fbb05eff-80b0-4361-b677-bba98a048d4e,efectuar,ROOT
fbb05eff-80b0-4361-b677-bba98a048d4e,enviar,conj
9c5b7e20-2fd7-4ed8-9868-4bafc6275756,encontrar,advcl
9c5b7e20-2fd7-4ed8-9868-4bafc6275756,efectuar,ROOT
a74e8b92-9710-468c-b44c-8949d0352b5a,calcular,ROOT
a74e8b92-9710-468c-b44c-8949d0352b5a,facturar,conj
1bc08a59-38a0-4d93-b2d2-d2bf6c451515,aplicar,ROOT
